,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party,phone,twitter_id,votesmart_id,webform,website,youtube_url
284,N000186,1958-10-09,N00031006,Died on 2/6/2015,1427 Longworth House Office Building,1,pages/foo/144919278895639,202- 225-3549,H0MS01043,2010,Alan Nunnelee,M,NUNNELEE,MS01,R,202-225-4306,RepAlanNunnelee,8326,https://nunnelee.house.gov/contact-form,http://nunnelee.house.gov,http://youtube.com/congressmannunnelee
285,K000388,1966-03-01,N00037003,Won special 6/2/2015,1721 Longworth House Office Building,0,reptrentkelly,,,2015,Trent Kelly,M,KELLY,MS01,R,202-225-4306,reptrentkelly,,,https://trentkelly.house.gov,
286,T000193,1948-01-28,N00003288,,2466 Rayburn House Office Building,0,7259193379,202-225-5898,H4MS02068,1993,Bennie G Thompson,M,THOMPSON,MS02,D,202-225-5876,BennieGThompson,26929,https://forms.house.gov/benniethompson/contact-form.shtml,https://benniethompson.house.gov,https://youtube.com/RepBennieThompson
287,H001045,1956-06-01,N00029632,,2227 Rayburn House Office Building,0,GreggHarper,202-225-5797,H8MS03067,2008,Gregg Harper,M,HARPER,MS03,R,202-225-5031,GreggHarper,101985,https://harperforms.house.gov/forms/writeyourrep/,http://harper.house.gov,https://youtube.com/congressmanharper
288,P000601,1970-02-21,N00031958,,2349 Rayburn House Office Building,0,stevenpalazzo,202-225-7074,H0MS04120,2010,Steven Palazzo,M,PALAZZO,MS04,R,202-225-5772,CongPalazzo,69521,http://palazzo.house.gov/contact/,http://palazzo.house.gov,https://youtube.com/CongressmanPalazzo
289,C000567,1937-12-07,N00003328,,113 Dirksen Senate Office Building,0,,202-224-9450,S8MS00055,1978,Thad Cochran,M,COCHRAN,MSS1,R,202-224-5054,SenThadCochran,53312,https://www.cochran.senate.gov/public/index.cfm/email-me,https://www.cochran.senate.gov,https://youtube.com/sencochran
290,W000437,1951-07-05,N00003280,,555 Dirksen Senate Office Building,0,SenatorWicker,202-228-0378,H4MS01078,2007,Roger Wicker,M,WICKER,MSS2,R,202-224-6253,SenatorWicker,21926,https://www.wicker.senate.gov/public/index.cfm/contact,https://www.wicker.senate.gov,https://youtube.com/SenatorWicker
291,B001251,1947-04-27,N00027035,,2080 Rayburn House Office Building,0,congressmangkbutterfield,202-225-3354,H4NC01046,2004,G K Butterfield,M,BUTTERFIELD,NC01,D,202-225-3101,GKButterfield,41077,https://butterfield.house.gov/email-congressman-butterfield,http://butterfield.house.gov,https://youtube.com/GKBNC01
292,E000291,1964-02-09,N00031513,Lost primary,1210 Longworth House Office Building,20,pages/foo/167641493275000,202- 225-5662,H0NC02059,2010,Renee Ellmers,F,ELLMERS,NC02,R,202-225-4531,RepReneeEllmers,120897,https://ellmersforms.house.gov/contact-us1,http://ellmers.house.gov,http://youtube.com/repreneeellmers
293,J000255,1943-02-10,N00002299,,2333 Rayburn House Office Building,0,15083070102,202-225-3286,H2NC01081,1994,Walter B Jones Jr.,M,JONES,NC03,R,202-225-3415,RepWalterJones,21785,https://jones.house.gov/contact-me/email-me,http://jones.house.gov,https://youtube.com/RepWalterJones
294,P000523,1940-08-17,N00002260,,2108 Rayburn House Office Building,0,RepDavidEPrice,202-225-2014,H6NC04037,1986,David Price,M,PRICE,NC04,D,202-225-1784,RepDavidEPrice,119,https://price.house.gov/contact,https://price.house.gov,https://youtube.com/RepDavidPrice
295,F000450,1943-06-29,N00026166,,2262 Rayburn House Office Building,0,RepVirginiaFoxx,202-225-2995,H4NC05146,2004,Virginia Foxx,F,FOXX,NC05,R,202-225-2071,VirginiaFoxx,6051,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,http://foxx.house.gov,https://youtube.com/repvirginiafoxx
296,W000819,1969-05-20,N00035311,,1305 Longworth House Office Building,0,RepMarkWalker,202-225-8611,H4NC06052,2014,Mark Walker,M,WALKER,NC06,R,202-225-3065,RepMarkWalker,,,https://walker.house.gov,
297,R000603,1972-02-16,N00033527,,424 Cannon House Office Building,0,RepRouzer,202-225-5773,H2NC07096,2014,David Rouzer,M,ROUZER,NC07,R,202-225-2731,RepDavidRouzer,,,https://rouzer.house.gov,
298,H001067,1971-11-04,N00033630,,429 Cannon House Office Building,0,RepRichHudson,704-782-1004,H2NC08185,2012,Richard Hudson,M,HUDSON,NC08,R,202-225-3715,RepRichHudson,136448,https://hudson.house.gov/email-me,https://hudson.house.gov,https://youtube.com/RepRichHudson
299,P000606,1948-08-15,N00034416,,224 Cannon House Office Building,0,congressmanpittenger,202-225-3389,H2NC09134,2012,Robert Pittenger,M,PITTENGER,NC09,R,202-225-1976,RepPittenger,41272,https://pittenger.house.gov/contact/email-me,https://pittenger.house.gov,https://youtube.com/CongressmanPittenger
300,M001156,1975-10-22,N00026627,,2334 Rayburn House Office Building,0,CongressmanMcHenry,202-225-0316,H4NC10047,2004,Patrick McHenry,M,MCHENRY,NC10,R,202-225-2576,PatrickMcHenry,21031,http://mchenry.house.gov/contact/zipauth.htm,http://mchenry.house.gov,https://youtube.com/CongressmanMcHenry
301,M001187,1959-07-28,N00033631,,1024 Longworth House Office Building,0,Repmarkmeadows,202-226-6422,H2NC11080,2012,Mark R Meadows,M,MEADOWS,NC11,R,202-225-6401,RepMarkMeadows,136459,https://meadows.house.gov/email-me,https://meadows.house.gov,https://youtube.com/RepMarkMeadows
302,A000370,1946-05-27,N00035451,,222 Cannon House Office Building,0,CongresswomanAdams,202-225-1512,H4NC12100,2014,Alma Adams,F,ADAMS,NC12,D,202-225-1510,RepAdams,,http://adams.house.gov/contact,http://adams.house.gov,
303,H001065,1968-04-17,N00033399,,1110 Longworth House Office Building,0,CongressmanGeorgeHolding,919-782-4490,H2NC13110,2012,George Holding,M,HOLDING,NC13,R,202-225-3032,RepHolding,136462,https://holding.house.gov/contact/email-me,http://holding.house.gov,https://youtube.com/repholding
304,T000476,1960-08-30,N00035492,,185 Dirksen Senate Office Building,0,SenatorThomTillis,,S4NC00162,2014,Thom Tillis,M,TILLIS,NCS1,R,202-224-6342,senthomtillis,,https://www.tillis.senate.gov/public/index.cfm/email-me,https://www.tillis.senate.gov/public,
305,B001135,1955-11-30,N00002221,,217 Russell Senate Office Building,0,SenatorRichardBurr,202-228-2981,S4NC00089,2004,Richard Burr,M,BURR,NCS2,R,202-224-3154,SenatorBurr,21787,https://www.burr.senate.gov/contact/email,https://www.burr.senate.gov,https://youtube.com/SenatorRichardBurr
306,B001271,1952-04-20,N00031934,Retired at end of 114th,514 Cannon House Office Building,4,pages/foo/124163654317596,202- 225-4744,H0MI01088,2010,Dan Benishek,M,BENISHEK,MI01,R,202-225-4735,CongressmanDan,123056,https://benishek.house.gov/contact-me/email-me,http://benishek.house.gov,
307,H001058,1969-01-31,N00030673,,2232 Rayburn House Office Building,0,RepHuizenga,202-226-0779,H0MI02094,2010,Bill Huizenga,M,HUIZENGA,MI02,R,202-225-4401,RepHuizenga,38351,http://huizenga.house.gov/contact/,http://huizenga.house.gov,https://youtube.com/RepHuizenga
308,A000367,1980-04-18,N00031938,,114 Cannon House Office Building,0,repjustinamash,202-225-5144,H0MI03126,2010,Justin Amash,M,AMASH,MI03,R,202-225-3831,RepJustinAmash,105566,https://amash.house.gov/contact-me/email-me,http://amash.house.gov,https://youtube.com/repjustinamash
309,M001194,1961-05-08,N00036275,,117 Cannon House Office Building,0,RepMoolenaar,202-225-9679,H4MI04126,2014,John Moolenaar,M,MOOLENAAR,MI04,R,202-225-3561,RepMoolenaar,,,https://moolenaar.house.gov,
310,K000380,1958-08-11,N00033395,,227 Cannon House Office Building,0,RepDanKildee,202-225-6393,H2MI05119,2012,Dan Kildee,M,KILDEE,MI05,D,202-225-3611,RepDanKildee,136102,https://dankildee.house.gov/contact/email-me,http://dankildee.house.gov,https://youtube.com/RepDanKildee
311,U000031,1953-04-23,N00004133,,2183 Rayburn House Office Building,0,RepFredUpton,202-225-4986,H6MI04113,1986,Fred Upton,M,UPTON,MI06,R,202-225-3761,RepFredUpton,26906,http://upton.house.gov/contact/zipauth.htm,http://upton.house.gov,https://youtube.com/RepFredUpton
312,W000798,1951-04-12,N00026368,,2436 Rayburn House Office Building,0,RepWalberg,202-225-6281,H4MI07103,2010,Tim Walberg,M,WALBERG,MI07,R,202-225-6276,RepWalberg,8618,https://walberg.house.gov/contact/contactform.htm,http://walberg.house.gov,https://youtube.com/RepWalberg
313,B001293,1967-03-18,N00036449,,428 Cannon House Office Building,0,RepMikeBishop,202-225-5820,H4MI08135,2014,Mike Bishop,M,BISHOP,MI08,R,202-225-4872,RepMikeBishop,,,https://mikebishop.house.gov,
314,L000263,1931-09-06,N00003950,,1236 Longworth House Office Building,0,RepSandyLevin,202-226-1033,H2MI17023,1982,Sander Levin,M,LEVIN,MI09,D,202-225-4961,RepSandyLevin,26918,https://levin.house.gov/contact-me/email-me,http://levin.house.gov,https://youtube.com/mi12yes
315,M001150,1954-05-07,N00009795,Elected Public Works Commission,320 Cannon House Office Building,12,pages/foo/210401648605,202-226-1169,H6MI12181,2002,Candice S Miller,F,MILLER,MI10,R,202-225-2106,CandiceMiller,2062,http://candicemiller.house.gov/contact,http://candicemiller.house.gov,http://youtube.com/candicemi10
316,T000475,1960-10-16,N00035607,,1722 Longworth House Office Building,0,RepDaveTrott,,H4MI11097,2014,Dave Trott,M,TROTT,MI11,R,202-225-8171,repdavetrott,,,https://trott.house.gov,
317,D000624,1953-11-23,N00036149,,116 Cannon House Office Building,0,RepDebbieDingell,202-226-0371,H4MI12079,2014,Debbie Dingell,F,DINGELL,MI12,D,202-225-4071,RepDebDingell,,,https://debbiedingell.house.gov,
318,C000714,1929-05-16,N00004029,,2426 Rayburn House Office Building,0,CongressmanConyers,202-225-0072,H6MI01028,1964,John Conyers Jr.,M,CONYERS,MI13,D,202-225-5126,RepJohnConyers,26904,https://conyers.house.gov/index.cfm/online-contact-form,https://conyers.house.gov,https://youtube.com/JCMI14
319,L000581,1954-10-18,N00034068,,1213 Longworth House Office Building,0,395759603917487,202-226-2356,H2MI14111,2014,Brenda Lawrence,F,LAWRENCE,MI14,D,202-225-5802,RepLawrence,,,https://lawrence.house.gov,
320,P000595,1958-12-01,N00029277,,724 Hart Senate Office Building,0,SenGaryPeters,202-226-2356,H8MI09068,2014,Gary Peters,M,PETERS,MIS1,D,202-224-6221,SenGaryPeters,8749,https://www.peters.senate.gov/contact/email-gary,https://www.peters.senate.gov,https://youtube.com/RepGaryPeters
321,S000770,1950-04-29,N00004118,,731 Hart Senate Office Building,0,,202-228-0325,S8MI00281,2000,Debbie Stabenow,F,STABENOW,MIS2,D,202-224-4822,SenStabenow,515,http://www.stabenow.senate.gov/?p=contact,https://www.stabenow.senate.gov,https://youtube.com/senatorstabenow
322,B001294,1955-04-26,N00033744,,1108 Longworth House Office Building,0,congressmanrodblum,,H2IA01055,2014,Rod Blum,M,BLUM,IA01,R,202-225-2911,RepRodBlum,,,https://blum.house.gov,
323,L000565,1952-12-23,N00027741,,1527 Longworth House Office Building,0,DaveLoebsack,202-226-0757,H6IA02146,2006,David Loebsack,M,LOEBSACK,IA02,D,202-225-6576,DaveLoebsack,68964,https://loebsack.house.gov/forms/writeyourrep/,http://loebsack.house.gov,https://youtube.com/congressmanloebsack
324,Y000066,1968-05-11,N00035509,,240 Cannon House Office Building,0,RepDavidYoung,,S4IA00103,2014,David Young,M,YOUNG,IA03,R,202-225-5476,RepDavidYoung,,,https://davidyoung.house.gov,
325,K000362,1949-05-28,N00025237,,2210 Rayburn House Office Building,0,stevekingia,202-225-3193,H2IA05072,2002,Steven A King,M,KING,IA04,R,202-225-4426,SteveKingIA,10853,https://forms.house.gov/king/webforms/issue_subscribe.html,https://steveking.house.gov,https://youtube.com/stevekingia
326,G000386,1933-09-17,N00001758,,135 Hart Senate Office Building,0,grassley,202-224-6020,S0IA00028,1980,Chuck Grassley,M,GRASSLEY,IAS1,R,202-224-3744,ChuckGrassley,53293,http://www.grassley.senate.gov/contact,https://www.grassley.senate.gov,https://youtube.com/senchuckgrassley
327,E000295,1970-07-01,N00035483,,111 Russell Senate Office Building,0,senjoniernst,,S4IA00129,2014,Joni Ernst,F,ERNST,IAS2,R,202-224-3254,SenJoniErnst,,https://www.ernst.senate.gov/public/index.cfm/contact,https://www.ernst.senate.gov/public,
328,C001083,1956-05-20,N00030736,Elected Governor,1406 Longworth House Office Building,16,pages/foo/156024857781159,202-225-2291,H0DE01017,2010,John Carney,M,CARNEY,DE01,D,202-225-4165,JohnCarneyde,53658,https://forms.house.gov/carney/webforms/email-me.shtml,http://johncarney.house.gov,http://youtube.com/RepJohnCarney
329,C000174,1947-01-23,N00012508,,513 Hart Senate Office Building,0,tomcarper,202-228-2190,S8DE00079,2000,Tom Carper,M,CARPER,DES1,D,202-224-2441,SenatorCarper,22421,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,https://www.carper.senate.gov/public,https://youtube.com/senatorcarper
330,C001088,1963-09-09,N00031820,,127a Russell Senate Office Building,0,senatorchriscoons,202-228-3075,S0DE00092,2010,Chris Coons,M,COONS,DES2,D,202-224-5042,SenCoonsOffice,122834,https://www.coons.senate.gov/contact,https://www.coons.senate.gov,https://youtube.com/senatorchriscoons
331,N000184,1971-11-30,N00032022,,2457 Rayburn House Office Building,0,,202-225-5823,H0SD00054,2010,Kristi Noem,F,NOEM,SD01,R,202-225-2801,RepKristiNoem,58189,http://noem.house.gov/index.cfm/email-kristi,https://noem.house.gov,https://youtube.com/RepKristiNoem
332,T000250,1961-01-07,N00004572,,511 Dirksen Senate Office Building,0,,202-228-5429,S2SD00068,2004,John Thune,M,THUNE,SDS1,R,202-224-2321,SenJohnThune,398,http://www.thune.senate.gov/public/index.cfm/contact,https://www.thune.senate.gov,https://youtube.com/johnthune
333,R000605,1954-10-24,N00035187,,502 Hart Senate Office Building,0,SenatorMikeRounds,,S4SD00049,2014,Mike Rounds,M,ROUNDS,SDS2,R,202-224-5842,SenatorRounds,,https://www.rounds.senate.gov/contact/email-mike,https://www.rounds.senate.gov,
334,H001057,1968-11-11,N00027649,Lost primary,1110 Longworth House Office Building,20,congressmanhuelskamp,202- 225-5124,H6KS01146,2010,Tim Huelskamp,M,HUELSKAMP,KS01,R,202-225-2715,CongHuelskamp,12571,https://huelskamp.house.gov/contact/email-me,http://huelskamp.house.gov,http://youtube.com/congressmanhuelskamp
335,J000290,1963-06-10,N00029077,,1526 Longworth House Office Building,0,replynnjenkins,202-225-7986,H8KS02090,2008,Lynn Jenkins,F,JENKINS,KS02,R,202-225-6601,RepLynnJenkins,18594,https://lynnjenkins.house.gov/contact-me,https://lynnjenkins.house.gov,https://youtube.com/RepLynnJenkins
336,Y000063,1976-01-08,N00031502,,2433 Rayburn House Office Building,0,CongressmanKevinYoder,202-225-2807,H0KS03137,2010,Kevin Yoder,M,YODER,KS03,R,202-225-2865,RepKevinYoder,34433,https://yoder.house.gov/contact/email-me,http://yoder.house.gov,https://youtube.com/RepYoder
337,P000602,1963-12-30,N00030744,,436 Cannon House Office Building,0,CongressmanPompeo,202-225-3489,H0KS04051,2010,Mike Pompeo,M,POMPEO,KS04,R,202-225-6216,RepMikePompeo,125023,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,http://pompeo.house.gov,https://youtube.com/congressmanpompeo
338,R000307,1936-04-20,N00005285,,109 Hart Senate Office Building,0,SenPatRoberts,202-224-3514,S6KS00080,1996,Pat Roberts,M,ROBERTS,KSS1,R,202-224-4774,SenPatRoberts,26866,https://www.roberts.senate.gov/public/?p=EmailPat,https://www.roberts.senate.gov,https://youtube.com/SenPatRoberts
339,M000934,1954-05-29,N00005282,,521 Dirksen Senate Office Building,0,jerrymoran,202-228-6966,H6KS01096,2010,Jerry Moran,M,MORAN,KSS2,R,202-224-6521,JerryMoran,542,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,https://www.moran.senate.gov,https://youtube.com/senatorjerrymoran
340,C000266,1953-01-22,N00003689,,2371 Rayburn House Office Building,0,RepSteveChabot,202-225-3012,H8OH01043,2010,Steve Chabot,M,CHABOT,OH01,R,202-225-2216,RepSteveChabot,21790,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,http://chabot.house.gov,https://youtube.com/congressmanchabot
341,W000815,1958-06-17,N00033310,,2419 Rayburn House Office Building,0,RepBradWenstrup,202-225-1992,H2OH02085,2012,Brad Wenstrup,M,WENSTRUP,OH02,R,202-225-3164,RepBradWenstrup,135326,http://wenstrup.house.gov/contact/,http://wenstrup.house.gov,https://youtube.com/repbradwenstrup
342,B001281,1950-03-12,N00033904,,133 Cannon House Office Building,0,RepJoyceBeatty,202-225-1984,H2OH03125,2012,Joyce Beatty,F,BEATTY,OH03,D,202-225-4324,RepBeatty,2427,https://beattyforms.house.gov/forms/writeyourrep/,http://beatty.house.gov,
343,J000289,1964-02-17,N00027894,,2056 Rayburn House Office Building,0,repjimjordan,202-226-0577,H6OH04082,2006,Jim Jordan,M,JORDAN,OH04,R,202-225-2676,Jim_Jordan,8158,http://jordan.house.gov/contact/,http://jordan.house.gov,https://youtube.com/RepJimJordan
344,L000566,1956-04-18,N00012233,,2448 Rayburn House Office Building,0,boblatta,202-225-1985,H8OH05036,2007,Robert E Latta,M,LATTA,OH05,R,202-225-6405,BobLatta,9926,https://latta.house.gov/contact/contactform.htm,http://latta.house.gov,https://youtube.com/CongressmanBobLatta
345,J000292,1954-11-10,N00032088,,1710 Longworth House Office Building,0,RepBillJohnson,202-225-5907,H0OH06189,2010,Bill Johnson,M,JOHNSON,OH06,R,202-225-5705,RepBillJohnson,120649,http://billjohnson.house.gov/contact/default.aspx,http://billjohnson.house.gov,https://youtube.com/RepBillJohnson
346,G000563,1954-06-14,N00031128,,2446 Rayburn House Office Building,0,RepBobGibbs,202-225-3394,H0OH18077,2010,Bob Gibbs,M,GIBBS,OH07,R,202-225-6265,RepBobGibbs,45466,https://gibbs.house.gov/contact-me/email-me,https://gibbs.house.gov,https://youtube.com/RepBobGibbs
347,B000589,1949-11-17,N00003675,Resigned 10/31/2015,1011 Longworth House Office Building,2,pages/foo/175082565865743,202-225-0704,H0OH08029,1990,John Boehner,M,BOEHNER,OH08,R,202-225-6205,SpeakerBoehner,27015,http://boehner.house.gov/contact/,http://johnboehner.house.gov,http://youtube.com/johnboehner
348,D000626,1970-03-01,N00038767,Won special 6/7/2016,1004 Longworth House Office Building,0,CongressmanWarrenDavidson,,,2016,Warren Davidson,M,DAVIDSON,OH08,R,202-225-6205,WarrenDavidson,,,https://davidson.house.gov,
349,K000009,1946-06-17,N00003522,,2186 Rayburn House Office Building,0,RepresentativeMarcyKaptur,202-225-7711,H2OH09031,1982,Marcy Kaptur,F,KAPTUR,OH09,D,202-225-4146,RepMarcyKaptur,27016,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,https://kaptur.house.gov,https://youtube.com/USRepMarcyKaptur
350,T000463,1960-01-11,N00025175,,2368 Rayburn House Office Building,0,RepMikeTurner,202-225-6754,H2OH03067,2002,Michael R Turner,M,TURNER,OH10,R,202-225-6465,RepMikeTurner,45519,http://turner.house.gov/contact/,https://turner.house.gov,https://youtube.com/CongressmanTurner
351,F000455,1952-10-29,N00030490,,2344 Rayburn House Office Building,0,RepMarciaLFudge,202-225-1339,H8OH11141,2008,Marcia L Fudge,F,FUDGE,OH11,D,202-225-7032,RepMarciaFudge,110640,https://fudgeforms.house.gov/contact-form,https://fudge.house.gov,https://youtube.com/marcialfudge
352,T000462,1962-10-21,N00009699,,1203 Longworth House Office Building,0,RepPatTiberi,202-226-4523,H0OH12062,2000,Patrick J Tiberi,M,TIBERI,OH12,R,202-225-5355,TiberiPress,8404,https://tiberi.house.gov/contact/contactform.htm,http://tiberi.house.gov,https://youtube.com/PatTiberi
353,R000577,1973-07-16,N00025280,,1126 Longworth House Office Building,0,timryan,202-225-3719,H2OH17109,2002,Tim Ryan,M,RYAN,OH13,D,202-225-5261,RepTimRyan,45638,http://timryanforms.house.gov/contact/,http://timryan.house.gov,https://youtube.com/timryanvision
354,J000295,1957-03-17,N00035007,,1124 Longworth House Office Building,0,RepDaveJoyce,202-225-3307,H2OH14064,2012,David P Joyce,M,Joynce,OH14,R,202-225-5731,RepDaveJoyce,143052,https://joyce.house.gov/email-me,https://joyce.house.gov,https://youtube.com/repdavejoyce
355,S001187,1965-03-24,N00029574,,1022 Longworth House Office Building,0,116058275133542,202-225-3529,H8OH15076,2010,Steve Stivers,M,STIVERS,OH15,R,202-225-2015,RepSteveStivers,45333,https://stivers.house.gov/forms/writeyourrep/,http://stivers.house.gov,https://youtube.com/RepSteveStivers
356,R000586,1958-12-03,N00031127,,328 Cannon House Office Building,0,repjimrenacci,202-225-3059,H0OH16097,2010,Jim Renacci,M,RENACCI,OH16,R,202-225-3876,RepJimRenacci,120678,https://renacci.house.gov/index.cfm/contact-form,https://renacci.house.gov,https://youtube.com/repjimrenacci
357,B000944,1952-11-09,N00003535,,713 Hart Senate Office Building,0,,202-228-6321,H2OH13033,2006,Sherrod Brown,M,BROWN,OHS1,D,202-224-2315,SenSherrodBrown,27018,http://www.brown.senate.gov/contact/,https://www.brown.senate.gov,https://youtube.com/SherrodBrownOhio
358,P000449,1955-12-19,N00003682,,448 Russell Senate Office Building,0,senrobportman,,S0OH00133,2010,Rob Portman,M,PORTMAN,OHS2,R,202-224-3353,SenRobPortman,27008,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,https://www.portman.senate.gov,https://youtube.com/SenRobPortman
359,G000552,1953-08-18,N00026148,,2243 Rayburn House Office Building,0,50375006903,202-226-1230,H4TX04039,2004,Louis B Gohmert Jr.,M,GOHMERT,TX01,R,202-225-3035,RepLouieGohmert,50029,http://gohmert.house.gov/contact/,https://gohmert.house.gov,https://youtube.com/GohmertTX01
360,P000592,1948-09-10,N00026457,,2132 Rayburn House Office Building,0,106631626049851,202-225-5547,H4TX02108,2004,Ted Poe,M,POE,TX02,R,202-225-6565,JudgeTedPoe,49198,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,https://poe.house.gov,https://youtube.com/CongressmanTedPoe
361,J000174,1930-10-11,N00008028,,2304 Rayburn House Office Building,0,RepSamJohnson,202-225-1485,H2TX03118,1991,Sam Johnson,M,JOHNSON,TX03,R,202-225-4201,SamsPressShop,27079,http://samjohnson.house.gov/contact/,http://samjohnson.house.gov,https://youtube.com/RepSamJohnson
362,R000601,1965-10-20,N00035972,,325 Cannon House Office Building,0,RepRatcliffe,202-225-3332,H4TX04153,2014,John Lee Ratcliffe,M,RATCLIFFE,TX04,R,202-225-6673,RepRatcliffe,,,https://ratcliffe.house.gov,
363,H001036,1957-05-29,N00024922,,2228 Rayburn House Office Building,0,RepHensarling,202-226-4888,H2TX05121,2002,Jeb Hensarling,M,HENSARLING,TX05,R,202-225-3484,RepHensarling,49827,https://hensarling.house.gov/contact/email-me,http://hensarling.house.gov,https://youtube.com/repjebhensarling
364,B000213,1949-09-15,N00005656,,2107 Rayburn House Office Building,0,RepJoeBarton,202-225-3052,H4TX06117,1984,Joe Barton,M,BARTON,TX06,R,202-225-2002,RepJoeBarton,27082,https://joebarton.house.gov/contact1/,https://joebarton.house.gov,https://youtube.com/repjoebarton
365,C001048,1956-08-24,N00009738,,2161 Rayburn House Office Building,0,pages/foo/1751723339,202-225-4381,H0TX07055,2000,John Culberson,M,CULBERSON,TX07,R,202-225-2571,CongCulberson,5488,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,http://culberson.house.gov,https://youtube.com/johnculbersontx07
366,B000755,1955-04-11,N00005883,,1011 Longworth House Office Building,0,kevinbrady,202-225-5524,H6TX08100,1996,Kevin Brady,M,BRADY,TX08,R,202-225-4901,RepKevinBrady,361,https://kevinbrady.house.gov/contact-form,http://kevinbrady.house.gov,https://youtube.com/KBrady8
367,G000553,1947-09-01,N00026686,,2347 Rayburn House Office Building,0,repalgreen,202-225-2947,H4TX09095,2004,Al Green,M,GREEN,TX09,D,202-225-7508,RepAlGreen,49680,https://algreen.house.gov/contact-me/email-me,http://algreen.house.gov,https://youtube.com/RepAlGreen
368,M001157,1962-01-14,N00026460,,2001 Rayburn House Office Building,0,michaeltmccaul,202-225-5955,H4TX10093,2004,Michael McCaul,M,MCCAUL,TX10,R,202-225-2401,RepMcCaul,49210,https://mccaul.house.gov/contact/email-me,http://mccaul.house.gov,https://youtube.com/MichaelTMcCaul
369,C001062,1948-06-11,N00026041,,2430 Rayburn House Office Building,0,mike.conaway,202-225-1783,H4TX19136,2004,Mike Conaway,M,CONAWAY,TX11,R,202-225-3605,ConawayTX11,49935,https://conaway.house.gov/forms/writeyourrep/default.aspx,http://conaway.house.gov,https://youtube.com/mikeconaway11
370,G000377,1943-01-18,N00008799,,1026 Longworth House Office Building,0,RepKayGranger,202-225-5683,H6TX12060,1996,Kay Granger,F,GRANGER,TX12,R,202-225-5071,RepKayGranger,334,http://kaygranger.house.gov/contact-kay/email-me,http://kaygranger.house.gov,https://youtube.com/RepKayGranger
371,T000238,1958-07-15,N00006052,,2208 Rayburn House Office Building,0,repmacthornberry,202-225-3486,H4TX13014,1994,Mac Thornberry,M,THORNBERRY,TX13,R,202-225-3706,MacTXPress,21706,https://thornberry.house.gov/forms/writeyourrep/,http://thornberry.house.gov,https://youtube.com/RepMacThornberry
372,W000814,1953-07-02,N00033539,,1708 Longworth House Office Building,0,TXRandy14,202-225-0271,H2TX14149,2012,Randy Weber,M,WEBER,TX14,R,202-225-2831,TXRandy14,102026,https://weber.house.gov/contact/email-me,http://weber.house.gov,https://youtube.com/TXRandy14
373,H000636,1940-08-20,N00006008,Retired at end of 114th,2262 Rayburn House Office Building,4,pages/foo/402891225161,202-225-5688,H6TX15055,1996,Ruben Hinojosa,M,HINOJOSA,TX15,D,202-225-2531,USRepRHinojosa,291,https://hinojosa.house.gov/contact-me/email-me,http://hinojosa.house.gov,http://youtube.com/RepRubenHinojosa
374,O000170,1972-09-26,N00033540,,1330 Longworth House Office Building,0,betoorourketx16,,H2TX16185,2012,Beto O'Rourke,M,O'ROURKE,TX16,D,202-225-4831,RepBetoORourke,78533,https://orourkeforms.house.gov/forms/writeyourrep/,http://orourke.house.gov,https://youtube.com/betoorourketx16
375,F000461,1954-02-25,N00031545,,2440 Rayburn House Office Building,0,RepBillFlores,202-225-0350,H0TX17104,2010,Bill Flores,M,FLORES,TX17,R,202-225-6105,RepBillFlores,116906,https://billflores.house.gov/contact/,http://flores.house.gov,https://youtube.com/RepBillFlores
376,J000032,1950-01-12,N00005818,,2187 Rayburn House Office Building,0,169479190984,202-225-3317,H4TX18054,1994,Sheila Jackson Lee,F,JACKSON LEE,TX18,D,202-225-3816,JacksonLeeTX18,21692,http://jacksonlee.house.gov/contact/,http://jacksonlee.house.gov,https://youtube.com/TX18SJL
377,N000182,1949-12-24,N00026043,Retired at end of 114th,1424 Longworth House Office Building,4,pages/foo/64137294987,202-225-9615,H4TX19102,2003,Randy Neugebauer,M,NEUGEBAUER,TX19,R,202-225-4005,RandyNeugebauer,49522,https://randy.house.gov/contact-me/email-me,http://randy.house.gov,http://youtube.com/RandyNeugebauer
378,C001091,1974-09-16,N00033316,,1221 Longworth House Office Building,0,326420614138023,202-225-1915,H2TX35011,2012,Joaquin Castro,M,CASTRO,TX20,D,202-225-3236,JoaquinCastrotx,49227,https://castro.house.gov/contact/email-me,https://castro.house.gov,https://youtube.com/JoaquinCastroTX
